ID,Language_ID,Language_name,Parameter_ID,Value,Transcription,Concept,Source,Comment,AlternativeValue,AlternativeTranscription
4-840-75-3,chec1245,Chechen,1847,лазар,CyrillTrans,"sick, sickness",,,"camgar, lazar, comguš",Phonemic
4-840-75-5,chec1245,Chechen,1847,цомгуш,CyrillTrans,"sick, sickness",,,"camgar, lazar, comguš",Phonemic
4-830-75-1,chec1245,Chechen,1364,могуш,CyrillTrans,"well, health",,,"moguš, ünax cʼena",Phonemic
4-830-75-3,chec1245,Chechen,1364,уьнах цІена,CyrillTrans,"well, health",,,"moguš, ünax cʼena",Phonemic
4-820-75-1,chec1245,Chechen,1601,гІийла,CyrillTrans,weak,,,"ɣiyla, mela",Phonemic
4-820-75-3,chec1245,Chechen,1601,мела,CyrillTrans,weak,,,"ɣiyla, mela",Phonemic
4-810-75-1,chec1245,Chechen,785,нуьцкъала,CyrillTrans,"strong, mighty, powerful",,,nücqʼala,Phonemic
4-790-75-1,chec1245,Chechen,1773,каш,CyrillTrans,"grave, tomb",,,kaš,Phonemic
4-780-75-1,chec1245,Chechen,1719,дІадолла,CyrillTrans,bury (the dead),,,dʕadol̄a,Phonemic
4-770-75-1,chec1245,Chechen,767,дакъа,CyrillTrans,corpse,,,daqʼa,Phonemic
4-760-75-1,chec1245,Chechen,1417,ден,CyrillTrans,kill,,,den,Phonemic
4-751-75-1,chec1245,Chechen,1904,хи ваьхьнарг,CyrillTrans,drowned,,,xi wäħnarg,Phonemic
4-750-75-1,chec1245,Chechen,1494,делла,CyrillTrans,"die, dead",,,"del̄a, dʕadāla, wala",Phonemic
4-750-75-3,chec1245,Chechen,1494,дІада̄ла,CyrillTrans,"die, dead",,,"del̄a, dʕadāla, wala",Phonemic
4-750-75-5,chec1245,Chechen,1494,вала,CyrillTrans,"die, dead",,,"del̄a, dʕadāla, wala",Phonemic
4-740-75-1,chec1245,Chechen,1422,да̄ха,CyrillTrans,"live, living, life",,,"dāxa, diyna, dāxar",Phonemic
4-740-75-3,chec1245,Chechen,1422,дийна,CyrillTrans,"live, living, life",,,"dāxa, diyna, dāxar",Phonemic
4-740-75-5,chec1245,Chechen,1422,да̄хар,CyrillTrans,"live, living, life",,,"dāxa, diyna, dāxar",Phonemic
4-732-75-1,chec1245,Chechen,1087,берах хила,CyrillTrans,conceive,,,berax xila,Phonemic
4-730-75-1,chec1245,Chechen,1123,бераха йолу,CyrillTrans,pregnant,,,beraxa yolu,Phonemic
4-720-75-1,chec1245,Chechen,1090,хила,CyrillTrans,born (to be),,,xila,Phonemic
4-710-75-1,chec1245,Chechen,1152,дан,CyrillTrans,beget (of father),,,dan,Phonemic
4-690-75-1,chec1245,Chechen,138,лийча,CyrillTrans,bathe,,,liyča,Phonemic
4-680-75-1,chec1245,Chechen,52,эго,CyrillTrans,shiver,,,"ego, dekado",Phonemic
4-680-75-3,chec1245,Chechen,52,декадо,CyrillTrans,shiver,,,"ego, dekado",Phonemic
4-670-75-1,chec1245,Chechen,1785,куьг тоха,CyrillTrans,have sexual intercourse,,,küg toxa,Phonemic
4-660-75-1,chec1245,Chechen,676,бид тела,CyrillTrans,defecate,,,"bid tela, āra waxa",Phonemic
4-660-75-3,chec1245,Chechen,676,а̄ра ваха,CyrillTrans,defecate,,,"bid tela, āra waxa",Phonemic
4-650-75-1,chec1245,Chechen,592,хьаткъа тела,CyrillTrans,urinate,,,ħatqʼa tela,Phonemic
4-640-75-1,chec1245,Chechen,1159,хьон йаккха чиш,CyrillTrans,break wind,,,ħož yaq̄a čiš,Phonemic
4-630-75-1,chec1245,Chechen,1602,сама̄дала,CyrillTrans,wake up,,,samādala,Phonemic
4-620-75-1,chec1245,Chechen,1920,ойла йан,CyrillTrans,dream,,,"oyla yan, dagaleca; ɣan gan",Phonemic
4-620-75-3,chec1245,Chechen,1920,дагалеца,CyrillTrans,dream,,,"oyla yan, dagaleca; ɣan gan",Phonemic
4-620-75-5,chec1245,Chechen,1920,гІан ган,CyrillTrans,dream,,,"oyla yan, dagaleca; ɣan gan",Phonemic
4-612-75-1,chec1245,Chechen,1983,хур-тІур дан,CyrillTrans,snore,,,"xur-tʼur dan, xar bāxa",Phonemic
4-612-75-3,chec1245,Chechen,1983,хар ба̄ха,CyrillTrans,snore,,,"xur-tʼur dan, xar bāxa",Phonemic
4-610-75-1,chec1245,Chechen,1585,наб йан,CyrillTrans,sleep,,,"nab yan, dižina xila",Phonemic
4-610-75-3,chec1245,Chechen,1585,дижина хила,CyrillTrans,sleep,,,"nab yan, dižina xila",Phonemic
4-591-75-1,chec1245,Chechen,268,шемш туйнаш эхийта,CyrillTrans,dribble,,,šetš tuynaš exiyta,Phonemic
4-590-75-1,chec1245,Chechen,319,мотт хье̄кха,CyrillTrans,lick,,,mot̄ ħēqa,Phonemic
4-580-75-1,chec1245,Chechen,1403,цергаш йохка,CyrillTrans,bite,,,cergaš yoxka,Phonemic
4-570-75-1,chec1245,Chechen,1278,Іетто,CyrillTrans,vomit,,,ʕet̄o,Phonemic
4-560-75-1,chec1245,Chechen,1440,туй,CyrillTrans,spit,,,"tuy, šet",Phonemic
4-560-75-3,chec1245,Chechen,1440,шет,CyrillTrans,spit,,,"tuy, šet",Phonemic
4-550-75-1,chec1245,Chechen,126,хьацар да̄ла,CyrillTrans,perspire,,,ħacar dāla,Phonemic
4-540-75-1,chec1245,Chechen,1621,хьоршамаш детта,CyrillTrans,sneeze,,,ħoršamaš det̄a,Phonemic
4-530-75-1,chec1245,Chechen,879,йовхарш етта,CyrillTrans,cough,,,yowxarš yet̄a,Phonemic
4-521-75-1,chec1245,Chechen,162,хьуьнкІаш йан,CyrillTrans,hiccough,,,ħünkʼaš yan,Phonemic
4-520-75-1,chec1245,Chechen,1028,бага гІетто,CyrillTrans,"yawn, gape",,,baga ɣet̄o,Phonemic
4-510-75-1,chec1245,Chechen,1407,садеІа,CyrillTrans,"breathe, breath",,,sadeʕa,Phonemic
4-492-75-1,chec1245,Chechen,1222,тІен,CyrillTrans,penis,,,tʼen,Phonemic
4-490-75-1,chec1245,Chechen,797,тІол,CyrillTrans,testicle,,,tʼol,Phonemic
4-470-75-1,chec1245,Chechen,804,беран цІа,CyrillTrans,womb,,,beran cʼa,Phonemic
4-464-75-1,chec1245,Chechen,834,хенан маьІгаш,CyrillTrans,buttocks,,,xenan mäʕgaš,Phonemic
4-463-75-1,chec1245,Chechen,1745,варо,CyrillTrans,hip,,,"waro, ɣoɣ, ɣoɣx",Phonemic
4-463-75-3,chec1245,Chechen,1745,гІогІ,CyrillTrans,hip,,,"waro, ɣoɣ, ɣoɣx",Phonemic
4-463-75-5,chec1245,Chechen,1745,гІогІх,CyrillTrans,hip,,,"waro, ɣoɣ, ɣoɣx",Phonemic
4-462-75-1,chec1245,Chechen,1681,гІодайукъ,CyrillTrans,waist,,,ɣodayuqʼ,Phonemic
4-461-75-1,chec1245,Chechen,1991,чуьйраш,CyrillTrans,"intestines, guts",,,čüyraš,Phonemic
4-460-75-1,chec1245,Chechen,819,хьер,CyrillTrans,stomach,,,"ħer, zorx",Phonemic
4-460-75-3,chec1245,Chechen,819,зорх,CyrillTrans,stomach,,,"ħer, zorx",Phonemic
4-452-75-1,chec1245,Chechen,1744,Іонжар,CyrillTrans,spleen,,,ʕonžar,Phonemic
4-451-75-1,chec1245,Chechen,489,жим,CyrillTrans,kidney,,,žim,Phonemic
4-450-75-1,chec1245,Chechen,1224,доІахк,CyrillTrans,liver,,,doʕaxk,Phonemic
4-441-75-1,chec1245,Chechen,688,пах,CyrillTrans,lung,,,pax,Phonemic
4-440-75-1,chec1245,Chechen,1223,дог,CyrillTrans,heart,,,dog,Phonemic
4-430-75-1,chec1245,Chechen,1838,цІонга,CyrillTrans,navel,,,cʼonga,Phonemic
4-420-75-1,chec1245,Chechen,154,шим,CyrillTrans,udder,,,šim,Phonemic
4-412-75-1,chec1245,Chechen,796,нІакха,CyrillTrans,"nipple, teat",,,nʕaqa,Phonemic
4-410-75-1,chec1245,Chechen,1402,нІакха,CyrillTrans,breast (of woman),,,nʕaqa,Phonemic
4-400-75-1,chec1245,Chechen,1592,некхан ваз,CyrillTrans,chest,,,neqan waz,Phonemic
4-393-75-1,chec1245,Chechen,1201,пелаг,CyrillTrans,feather,,,pelag,Phonemic
4-392-75-1,chec1245,Chechen,1257,тІа̄м,CyrillTrans,wing,,,tʼām,Phonemic
4-380-75-1,chec1245,Chechen,1389,пІелг,CyrillTrans,toe,,,pʼelg,Phonemic
4-374-75-1,chec1245,Chechen,318,лар,CyrillTrans,footprint,,,lar,Phonemic
4-372-75-1,chec1245,Chechen,980,кІа̄жа,CyrillTrans,heel,,,kʼāža,Phonemic
4-371-75-1,chec1245,Chechen,803,хьорка,CyrillTrans,ankle,,,"ħorka, ħāqolg",Phonemic
4-371-75-3,chec1245,Chechen,803,хьа̄кхолг,CyrillTrans,ankle,,,"ħorka, ħāqolg",Phonemic
4-370-75-1,chec1245,Chechen,1301,коган кІе̄ло,CyrillTrans,foot,,,kogan kʼēlo,Phonemic
4-360-75-1,chec1245,Chechen,1371,го̄ла,CyrillTrans,knee,,,gōla,Phonemic
4-352-75-1,chec1245,Chechen,498,пхьидаш,CyrillTrans,calf of leg,,,pħidaš,Phonemic
4-351-75-1,chec1245,Chechen,800,варе,CyrillTrans,thigh,,,ware,Phonemic
4-350-75-1,chec1245,Chechen,1297,ког,CyrillTrans,leg,,,kog,Phonemic
4-345-75-1,chec1245,Chechen,72,мІа̄ра,CyrillTrans,claw,,,mʕāra,Phonemic
4-344-75-1,chec1245,Chechen,1258,мІа̄ра,CyrillTrans,fingernail,,,mʕāra,Phonemic
4-342-75-1,chec1245,Chechen,1781,на̄на-пІелг,CyrillTrans,thumb,,,nāna-pʼelg,Phonemic
4-340-75-1,chec1245,Chechen,1303,пІелг,CyrillTrans,finger,,,pʼelg,Phonemic
4-331-75-1,chec1245,Chechen,1183,керайукъ,CyrillTrans,palm of hand,,,kerayuqʼ,Phonemic
4-330-75-1,chec1245,Chechen,1277,тІа̄ра,CyrillTrans,hand,,,"tʼāra, ka",Phonemic
4-330-75-3,chec1245,Chechen,1277,ка,CyrillTrans,hand,,,"tʼāra, ka",Phonemic
4-321-75-1,chec1245,Chechen,799,куьйган хьакхолг,CyrillTrans,wrist,,,küygan ħaqolg,Phonemic
4-320-75-1,chec1245,Chechen,981,го̄ла,CyrillTrans,elbow,,,gōla,Phonemic
4-312-75-1,chec1245,Chechen,1886,пхьаьрсан кІе̄ло,CyrillTrans,armpit,,,pħärsan kʼēlo,Phonemic
4-310-75-1,chec1245,Chechen,1673,куьг,CyrillTrans,arm,,,küg,Phonemic
4-302-75-1,chec1245,Chechen,1994,динбухка,CyrillTrans,collarbone,,,dinbuxka,Phonemic
4-301-75-1,chec1245,Chechen,172,пханар,CyrillTrans,shoulderblade,,,pxanar,Phonemic
4-300-75-1,chec1245,Chechen,1482,белш,CyrillTrans,shoulder,,,belš,Phonemic
4-290-75-1,chec1245,Chechen,1346,тІе̄да къамкъарг,CyrillTrans,throat,,,"tʼēda qʼamqʼarg, qʼamqʼarg",Phonemic
4-290-75-3,chec1245,Chechen,1346,къамкъарг,CyrillTrans,throat,,,"tʼēda qʼamqʼarg, qʼamqʼarg",Phonemic
4-281-75-1,chec1245,Chechen,1347,кІесаркІаг,CyrillTrans,nape of neck,,,kʼesarkʼag,Phonemic
4-280-75-1,chec1245,Chechen,1333,ворта,CyrillTrans,neck,,,worta,Phonemic
4-272-75-1,chec1245,Chechen,1049,кхе̄ла,CyrillTrans,molartooth,,,qēla,Phonemic
4-270-75-1,chec1245,Chechen,1380,церг,CyrillTrans,tooth,,,cerg,Phonemic
4-271-75-1,chec1245,Chechen,139,до̄ьлаш,CyrillTrans,gums,,,dȫlaš,Phonemic
4-260-75-1,chec1245,Chechen,1205,мотт,CyrillTrans,tongue,,,mot̄,Phonemic
4-250-75-1,chec1245,Chechen,478,балда,CyrillTrans,lip,,,balda,Phonemic
4-241-75-1,chec1245,Chechen,73,зІок,CyrillTrans,beak,,,zʕok,Phonemic
4-240-75-1,chec1245,Chechen,674,ба̄га,CyrillTrans,mouth,,,bāga,Phonemic
4-232-75-1,chec1245,Chechen,208,марш,CyrillTrans,mucus (nasal),,,marš,Phonemic
4-231-75-1,chec1245,Chechen,1178,меран Іуьргаш,CyrillTrans,nostril,,,meran ʕürgaš,Phonemic
4-230-75-1,chec1245,Chechen,1221,мара,CyrillTrans,nose,,,mara,Phonemic
4-222-75-1,chec1245,Chechen,32,до,CyrillTrans,earwax,,,do,Phonemic
4-221-75-1,chec1245,Chechen,18,лергадума,CyrillTrans,earlobe,,,lergaduma,Phonemic
4-220-75-1,chec1245,Chechen,1247,лерг,CyrillTrans,ear,,,lerg,Phonemic
4-215-75-1,chec1245,Chechen,1655,бІаьргаш хьебо,CyrillTrans,blink,,,bʕärgaš ħebo,Phonemic
4-214-75-1,chec1245,Chechen,1540,бІаьрган чоьш,CyrillTrans,eyelash,,,bʕärgan čöš,Phonemic
4-213-75-1,chec1245,Chechen,17,бІаьрганегІарш,CyrillTrans,eyelid,,,bʕärganeɣarš,Phonemic
4-212-75-1,chec1245,Chechen,1173,цІоцкъам,CyrillTrans,eyebrow,,,cʼocqʼam,Phonemic
4-210-75-1,chec1245,Chechen,1248,бІаьрг,CyrillTrans,eye,,,bʕärg,Phonemic
4-208-75-1,chec1245,Chechen,1730,бесни,CyrillTrans,cheek,,,besni,Phonemic
4-209-75-1,chec1245,Chechen,1510,чІениг,CyrillTrans,chin,,,čʼenig,Phonemic
4-205-75-1,chec1245,Chechen,123,хьаж,CyrillTrans,forehead,,,ħaž,Phonemic
4-207-75-1,chec1245,Chechen,798,мочхал,CyrillTrans,jaw,,,"močxal, sālaz, qēma",Phonemic
4-207-75-3,chec1245,Chechen,798,са̄лаз,CyrillTrans,jaw,,,"močxal, sālaz, qēma",Phonemic
4-207-75-5,chec1245,Chechen,798,кхе̄ма,CyrillTrans,jaw,,,"močxal, sālaz, qēma",Phonemic
4-204-75-1,chec1245,Chechen,1560,йуьхь,CyrillTrans,face,,,yüħ,Phonemic
4-203-75-1,chec1245,Chechen,1583,хье,CyrillTrans,brain,,,ħe,Phonemic
4-201-75-1,chec1245,Chechen,1604,лергадогІа,CyrillTrans,"side of head, temple",,,"lergadoɣa, lergayux",Phonemic
4-201-75-3,chec1245,Chechen,1604,лергайух,CyrillTrans,"side of head, temple",,,"lergadoɣa, lergayux",Phonemic
4-202-75-1,chec1245,Chechen,1605,туьта,CyrillTrans,skull,,,tüta,Phonemic
4-200-75-1,chec1245,Chechen,1256,корта,CyrillTrans,head,,,korta,Phonemic
4-191-75-1,chec1245,Chechen,805,букъан арц,CyrillTrans,spine,,,buqʼan arc,Phonemic
4-190-75-1,chec1245,Chechen,1291,букъ,CyrillTrans,back,,,"buqʼ, gi",Phonemic
4-190-75-3,chec1245,Chechen,1291,ги,CyrillTrans,back,,,"buqʼ, gi",Phonemic
4-180-75-1,chec1245,Chechen,1220,цІога,CyrillTrans,tail,,,cʼoga,Phonemic
4-170-75-1,chec1245,Chechen,1393,маІа,CyrillTrans,horn,,,maʕa,Phonemic
4-162-75-1,chec1245,Chechen,801,пІенда,CyrillTrans,rib,,,pʼenda,Phonemic
4-160-75-1,chec1245,Chechen,1394,даьІахк,CyrillTrans,bone,,,däʕaxk,Phonemic
4-151-75-1,chec1245,Chechen,525,дегапха,CyrillTrans,"vein, artery",,,degapxa,Phonemic
4-150-75-1,chec1245,Chechen,946,цІий,CyrillTrans,blood,,,cʼiy,Phonemic
4-146-75-1,chec1245,Chechen,576,чич,CyrillTrans,dandruff,,,čič,Phonemic
4-145-75-1,chec1245,Chechen,36,чо,CyrillTrans,pubic hair,,,čo,Phonemic
4-144-75-1,chec1245,Chechen,189,чо,CyrillTrans,body hair,,,čo,Phonemic
4-142-75-1,chec1245,Chechen,678,маж,CyrillTrans,beard,,,maž,Phonemic
4-140-75-1,chec1245,Chechen,1040,чо,CyrillTrans,hair (head),,,čo,Phonemic
4-130-75-1,chec1245,Chechen,2259,жижг,CyrillTrans,flesh,,,žižg,Phonemic
4-120-75-1,chec1245,Chechen,763,цІо̄ка,CyrillTrans,"skin, hide",,,cʼōka,Phonemic
4-110-75-1,chec1245,Chechen,1480,дегІ,CyrillTrans,body,,,deɣ,Phonemic
3-980-75-1,chec1245,Chechen,112,уьнтІапхьид,CyrillTrans,turtle,,,üntʼapħid,Phonemic
3-970-75-1,chec1245,Chechen,1857,саьрмик,CyrillTrans,"crocodile, alligator",,,särmik,Phonemic
3-960-75-1,chec1245,Chechen,632,моьлкъа,CyrillTrans,lizard,,,mölqʼa,Phonemic
3-950-75-1,chec1245,Chechen,503,пхьид,CyrillTrans,frog,,,pħid,Phonemic
3-940-75-1,chec1245,Chechen,1543,этмаьІиг,CyrillTrans,snail,,,etmäʕig,Phonemic
3-930-75-1,chec1245,Chechen,607,цаьпцалг,CyrillTrans,grasshopper,,,cäpcalg,Phonemic
3-920-75-1,chec1245,Chechen,1791,полла,CyrillTrans,butterfly,,,pol̄a,Phonemic
3-910-75-1,chec1245,Chechen,206,бумбари,CyrillTrans,firefly,,,bumbari,Phonemic
3-850-75-1,chec1245,Chechen,730,лаьхьа,CyrillTrans,snake,,,"läħa, teqarg",Phonemic
3-850-75-3,chec1245,Chechen,730,текхарг,CyrillTrans,snake,,,"läħa, teqarg",Phonemic
3-840-75-1,chec1245,Chechen,1219,нІаьна,CyrillTrans,worm,,,nʕäna,Phonemic
3-832-75-1,chec1245,Chechen,1509,чуьрк,CyrillTrans,mosquito,,,čürk,Phonemic
3-831-75-1,chec1245,Chechen,95,чуьрк,CyrillTrans,"sandfly (midge), gnat",,,čürk,Phonemic
3-830-75-1,chec1245,Chechen,1504,моза,CyrillTrans,fly,,,moza,Phonemic
3-823-75-1,chec1245,Chechen,1517,зІӯга,CyrillTrans,wasp,,,zʕūga,Phonemic
3-822-75-1,chec1245,Chechen,88,никх,CyrillTrans,beehive,,,niq,Phonemic
3-821-75-1,chec1245,Chechen,1931,бāлоз,CyrillTrans,beeswax,,,bāloz,Phonemic
3-820-75-1,chec1245,Chechen,665,накхармоза,CyrillTrans,bee,,,naqarmoza,Phonemic
3-819-75-1,chec1245,Chechen,1065,гезгмаша,CyrillTrans,spider web,,,gezgmaša,Phonemic
3-818-75-1,chec1245,Chechen,843,гезг,CyrillTrans,spider,,,gezg,Phonemic
3-817-75-1,chec1245,Chechen,587,зингат,CyrillTrans,ant,,,zingat,Phonemic
3-816-75-1,chec1245,Chechen,1575,чхьаьвриг,CyrillTrans,cockroach,,,čħäwrig,Phonemic
3-815-75-1,chec1245,Chechen,1538,сту лоцу гезиг,CyrillTrans,scorpion,,,stu locu gezig,Phonemic
3-814-75-1,chec1245,Chechen,1974,шаролг,CyrillTrans,centipede,,,šarolg,Phonemic
3-813-75-1,chec1245,Chechen,232,сагал,CyrillTrans,flea,,,sagal,Phonemic
3-812-75-1,chec1245,Chechen,267,хинжа,CyrillTrans,nit (louse egg),,,xinža,Phonemic
3-811-75-1,chec1245,Chechen,1392,меза,CyrillTrans,louse,,,meza,Phonemic
3-810-75-1,chec1245,Chechen,620,са дина хІума,CyrillTrans,insect,,,sa dina huma,Phonemic
3-780-75-1,chec1245,Chechen,1871,эмкал,CyrillTrans,camel,,,emkal,Phonemic
3-770-75-1,chec1245,Chechen,1290,пийл,CyrillTrans,elephant,,,piyl,Phonemic
3-760-75-1,chec1245,Chechen,1350,маймал,CyrillTrans,monkey,,,maymal,Phonemic
3-750-75-1,chec1245,Chechen,1936,шоьккари,CyrillTrans,deer,,,"šök̄ari, say",Phonemic
3-750-75-3,chec1245,Chechen,1936,сай,CyrillTrans,deer,,,"šök̄ari, say",Phonemic
3-740-75-1,chec1245,Chechen,1312,цхьогал,CyrillTrans,fox,,,cħogal,Phonemic
3-730-75-1,chec1245,Chechen,1820,ча,CyrillTrans,bear,,,ča,Phonemic
3-720-75-1,chec1245,Chechen,1386,лом,CyrillTrans,lion,,,lom,Phonemic
3-710-75-1,chec1245,Chechen,522,борз,CyrillTrans,wolf,,,borz,Phonemic
3-665-75-1,chec1245,Chechen,1013,жІаьлин чІāра,CyrillTrans,freshwater eel,,,žʕälin čʼāra,Phonemic
3-664-75-1,chec1245,Chechen,1910,скат,CyrillTrans,stingray,,,"skat, hordan čʼāra",Phonemic
3-664-75-3,chec1245,Chechen,1910,хІордан чІāра,CyrillTrans,stingray,,,"skat, hordan čʼāra",Phonemic
3-663-75-1,chec1245,Chechen,957,кит,CyrillTrans,whale,,,kit,Phonemic
3-662-75-1,chec1245,Chechen,1479,хІордан дийнат,CyrillTrans,"porpoise, dolphin",,,hordan diynat,Phonemic
3-661-75-1,chec1245,Chechen,1110,гІоркхма (чІāра),CyrillTrans,shark,,,ɣorqma (čʼāra),Phonemic
3-655-75-1,chec1245,Chechen,598,лахьорч,CyrillTrans,shell,,,laħorč,Phonemic
3-654-75-1,chec1245,Chechen,1916,жІараш,CyrillTrans,gill,,,žʕaraš,Phonemic
3-653-75-1,chec1245,Chechen,266,чІерийн пелагаш,CyrillTrans,fishscale,,,čʼeriyn pelagaš,Phonemic
3-652-75-1,chec1245,Chechen,213,пелаг,CyrillTrans,fin (dorsal),,,pelag,Phonemic
3-650-75-1,chec1245,Chechen,227,чІāра,CyrillTrans,fish,,,čʼāra,Phonemic
3-630-75-1,chec1245,Chechen,2139,дахка,CyrillTrans,"mouse, rat",,,"daxka, muqdaxka",Phonemic
3-630-75-3,chec1245,Chechen,2139,мукхдахка,CyrillTrans,"mouse, rat",,,"daxka, muqdaxka",Phonemic
3-620-75-1,chec1245,Chechen,1208,цициг,CyrillTrans,cat,,,cicig,Phonemic
3-614-75-1,chec1245,Chechen,1136,пхьагал,CyrillTrans,rabbit,,,pħagal,Phonemic
3-610-75-1,chec1245,Chechen,2009,пхьу,CyrillTrans,dog,,,"pħu, žʕäla",Phonemic
3-610-75-3,chec1245,Chechen,2009,жІаьла,CyrillTrans,dog,,,"pħu, žʕäla",Phonemic
3-594-75-1,chec1245,Chechen,1853,кхокха,CyrillTrans,dove,,,"qoqa, sten qoqa",Phonemic
3-594-75-3,chec1245,Chechen,1853,стен кхокха,CyrillTrans,dove,,,"qoqa, sten qoqa",Phonemic
3-596-75-1,chec1245,Chechen,735,соька,CyrillTrans,owl,,,"söka, buha",Phonemic
3-596-75-3,chec1245,Chechen,735,бухІа,CyrillTrans,owl,,,"söka, buha",Phonemic
3-593-75-1,chec1245,Chechen,913,къиг,CyrillTrans,crow,,,qʼig,Phonemic
3-592-75-1,chec1245,Chechen,882,тоти,CyrillTrans,parrot,,,toti,Phonemic
3-591-75-1,chec1245,Chechen,1793,бирдолаг,CyrillTrans,bat,,,birdolag,Phonemic
3-586-75-1,chec1245,Chechen,1185,аьрзу,CyrillTrans,vulture,,,ärzu,Phonemic
3-585-75-1,chec1245,Chechen,307,леча,CyrillTrans,hawk,,,"leča, küyra",Phonemic
3-585-75-3,chec1245,Chechen,307,куьйра,CyrillTrans,hawk,,,"leča, küyra",Phonemic
3-584-75-1,chec1245,Chechen,1905,аьрзу,CyrillTrans,eagle,,,ärzu,Phonemic
3-582-75-1,chec1245,Chechen,950,чайка (хин олхазар),CyrillTrans,seagull,,,čayka (xin olxazar),Phonemic
3-583-75-1,chec1245,Chechen,758,олхазар,CyrillTrans,heron,,,olxazar,Phonemic
3-581-75-1,chec1245,Chechen,937,олхазар,CyrillTrans,bird,,,olxazar,Phonemic
3-580-75-1,chec1245,Chechen,539,бен,CyrillTrans,nest,,,ben,Phonemic
3-570-75-1,chec1245,Chechen,1360,бад,CyrillTrans,duck,,,bad,Phonemic
3-560-75-1,chec1245,Chechen,1187,гІаз,CyrillTrans,goose,,,ɣaz,Phonemic
3-550-75-1,chec1245,Chechen,1318,нІаьна-кІорни,CyrillTrans,chicken,,,"nʕäna-kʼorni, kʼorni",Phonemic
3-550-75-3,chec1245,Chechen,1318,кІорни,CyrillTrans,chicken,,,"nʕäna-kʼorni, kʼorni",Phonemic
3-540-75-1,chec1245,Chechen,1514,кōтам,CyrillTrans,hen,,,kōtam,Phonemic
3-520-75-1,chec1245,Chechen,1511,боргІал,CyrillTrans,"cock, rooster",,,"borɣal, nʕäna",Phonemic
3-520-75-3,chec1245,Chechen,1511,нІаьна,CyrillTrans,"cock, rooster",,,"borɣal, nʕäna",Phonemic
3-470-75-1,chec1245,Chechen,890,бІарза,CyrillTrans,mule,,,bʕarza,Phonemic
3-500-75-1,chec1245,Chechen,265,зІакардаьхний,CyrillTrans,fowl,,,zʕakardäxniy,Phonemic
3-460-75-1,chec1245,Chechen,1862,вир,CyrillTrans,"ass, donkey",,,wir,Phonemic
3-450-75-1,chec1245,Chechen,1647,бекъа,CyrillTrans,"foal, colt",,,beqʼa,Phonemic
3-440-75-1,chec1245,Chechen,938,кхаьл,CyrillTrans,mare,,,qäl,Phonemic
3-420-75-1,chec1245,Chechen,936,айгІар,CyrillTrans,stallion,,,ayɣar,Phonemic
3-410-75-1,chec1245,Chechen,615,говр,CyrillTrans,horse (equine),,,gowr,Phonemic
3-380-75-1,chec1245,Chechen,1972,буьхьиг,CyrillTrans,kid,,,"büħig, bošto",Phonemic
3-380-75-3,chec1245,Chechen,1972,бошто,CyrillTrans,kid,,,"büħig, bošto",Phonemic
3-370-75-1,chec1245,Chechen,264,бож,CyrillTrans,he-goat,,,bož,Phonemic
3-360-75-1,chec1245,Chechen,1502,гāза,CyrillTrans,goat,,,gāza,Phonemic
3-350-75-1,chec1245,Chechen,1337,хьакха,CyrillTrans,pig,,,ħaqa,Phonemic
3-340-75-1,chec1245,Chechen,1351,хьакха,CyrillTrans,sow (2),,,"ħaqa, žarɣa, nāna-ħaqa",Phonemic
3-340-75-3,chec1245,Chechen,1351,жаргІа,CyrillTrans,sow (2),,,"ħaqa, žarɣa, nāna-ħaqa",Phonemic
3-340-75-5,chec1245,Chechen,1351,нāна-хьакха,CyrillTrans,sow (2),,,"ħaqa, žarɣa, nāna-ħaqa",Phonemic
3-320-75-1,chec1245,Chechen,1348,боьрша хьакха,CyrillTrans,boar,,,börša ħaqa,Phonemic
3-290-75-1,chec1245,Chechen,820,Іа̄хар,CyrillTrans,lamb,,,ʕāxar,Phonemic
3-280-75-1,chec1245,Chechen,1345,уьстагІ,CyrillTrans,ewe,,,"üstaɣ, ǯi",Phonemic
3-280-75-3,chec1245,Chechen,1345,джи,CyrillTrans,ewe,,,"üstaɣ, ǯi",Phonemic
3-260-75-1,chec1245,Chechen,1344,уьстагІ,CyrillTrans,ram,,,"üstaɣ, ka",Phonemic
3-260-75-3,chec1245,Chechen,1344,ка,CyrillTrans,ram,,,"üstaɣ, ka",Phonemic
3-250-75-1,chec1245,Chechen,1331,уьстагІ,CyrillTrans,sheep,,,üstaɣ,Phonemic
3-240-75-1,chec1245,Chechen,1989,эса,CyrillTrans,calf,,,ēsa,Phonemic
3-230-75-1,chec1245,Chechen,1007,етт,CyrillTrans,cow,,,yet̄,Phonemic
3-220-75-1,chec1245,Chechen,1169,сту,CyrillTrans,ox,,,stu,Phonemic
3-210-75-1,chec1245,Chechen,1008,сту,CyrillTrans,bull,,,stu,Phonemic
3-200-75-1,chec1245,Chechen,1153,даьхний,CyrillTrans,cattle (bovine),,,däxniy,Phonemic
3-190-75-1,chec1245,Chechen,851,божал,CyrillTrans,"stable, stall",,,"božal, oga, lät̄iyla",Phonemic
3-190-75-3,chec1245,Chechen,851,ога,CyrillTrans,"stable, stall",,,"božal, oga, lät̄iyla",Phonemic
3-190-75-5,chec1245,Chechen,851,лаьттийла,CyrillTrans,"stable, stall",,,"božal, oga, lät̄iyla",Phonemic
